"PARTIDO","SIGLA","NR_PARTIDO","CNPJ","ESFERA","UF","MUNICIPIO","NR_BANCO","NR_AGENCIA","DV_AGENCIA","NR_CONTA","DV_CONTA","FONTE_RECURSO"
"SOLIDARIEDADE","SDD",77,"24427648000107","Municipal","BA","SÃO SEBASTIÃO DO PASSÉ","001","1143","6","26210","2","Fundo Partidário"
"SOLIDARIEDADE","SDD",77,"24574146000109","Municipal","BA","ITABUNA","001","3445","2","28988","4","Outros Recursos"
"AVANTE","AVANTE",70,"59933952000100","Nacional","BR","NA","104","1533",,"415","0","Fundo Partidário"
"AVANTE","AVANTE",70,"59933952000100","Nacional","BR","NA","104","1533",,"337","4","Outros Recursos"
"DEMOCRACIA CRISTÃ","DC",27,"01127628000115","Nacional","BR","NA","001","6806","3","123696","2","Fundo Partidário"
"DEMOCRACIA CRISTÃ","DC",27,"01127628000115","Nacional","BR","NA","001","4328","1","8428","7","Outros Recursos"
"DEMOCRACIA CRISTÃ","DC",27,"01127628000115","Nacional","BR","NA","001","4328","1","2482","1","Fundo Partidário"
"DEMOCRACIA CRISTÃ","DC",27,"01127628000115","Nacional","BR","NA","001","4328","1","8428","x","Outros Recursos"
"DEMOCRACIA CRISTÃ","DC",27,"01127628000115","Nacional","BR","NA","001","4328","1","23697","7","Fundo Partidário"
"DEMOCRACIA CRISTÃ","DC",27,"01127628000115","Nacional","BR","NA","001","4328","1","101054","9","Fundo Partidário"
"DEMOCRATAS","DEM",25,"01633510000169","Nacional","BR","NA","001","3596","3","56789","2","Fundo Partidário"
"DEMOCRATAS","DEM",25,"01633510000169","Nacional","BR","NA","001","3596","3","412137","6","Fundo Partidário"
"DEMOCRATAS","DEM",25,"01633510000169","Nacional","BR","NA","001","3596","3","412131","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00676213000138","Nacional","BR","NA","001","3596","3","111058","6","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00676213000138","Nacional","BR","NA","001","3596","3","412114","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00676213000138","Nacional","BR","NA","001","3596","3","412117","1","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00676213000138","Nacional","BR","NA","001","3596","3","412402","2","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00676213000138","Nacional","BR","NA","001","3596","3","412116","3","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"13405866000124","Nacional","BR","NA","341","0350",,"20208","1","Outros Recursos"
"PARTIDO NOVO","NOVO",30,"13405866000124","Nacional","BR","NA","001","1526","1","25459","2","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"13405866000124","Nacional","BR","NA","001","1526","1","25417","7","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"13405866000124","Nacional","BR","NA","001","1526","1","25416","9","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"13405866000124","Nacional","BR","NA","001","1526","1","25373","1","Outros Recursos"
"PATRIOTA","PATRI",51,"08950803000119","Nacional","BR","NA","001","3596","3","5102015","7","Fundo Partidário"
"PATRIOTA","PATRI",51,"08950803000119","Nacional","BR","NA","001","3596","3","412051","5","Fundo Partidário"
"PATRIOTA","PATRI",51,"08950803000119","Nacional","BR","NA","001","3596","3","412151","1","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","8090","7","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","8090","X","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","42091","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","42091","3","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","41012","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","41012","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","33311","5","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","105173","5","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","105173","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","105173","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","105173","3","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","1251","3","105173","7","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","3596","3","412120","1","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"00719575000169","Nacional","BR","NA","001","3596","3","412120","2","Outros Recursos"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01770770000186","Nacional","BR","NA","001","2883","5","31031","x","Outros Recursos"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01770770000186","Nacional","BR","NA","104","0630",,"542","8","Fundo Partidário"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01770770000186","Nacional","BR","NA","104","0630",,"4530","6","Fundo Partidário"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01770770000186","Nacional","BR","NA","104","0630",,"2303","5","Fundo Partidário"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01770770000186","Nacional","BR","NA","104","0630",,"1367","6","Fundo Partidário"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01770770000186","Nacional","BR","NA","104","0630",,"03004456","3","Fundo Partidário"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01770770000186","Nacional","BR","NA","104","1651",,"18357","9","Outros Recursos"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01770770000186","Nacional","BR","NA","104","1651",,"14","8","Fundo Partidário"
"PARTIDO DA MULHER BRASILEIRA","PMB",35,"09607343000193","Nacional","BR","NA","104","2834",,"1150","3","Fundo Partidário"
"PARTIDO DA MULHER BRASILEIRA","PMB",35,"09607343000193","Nacional","BR","NA","104","2834",,"1935","0","Fundo Partidário"
"PARTIDO DA MULHER BRASILEIRA","PMB",35,"09607343000193","Nacional","BR","NA","104","2834",,"2003","0","Fundo Partidário"
"PARTIDO DA MULHER BRASILEIRA","PMB",35,"09607343000193","Nacional","BR","NA","104","2834",,"2078","2","Outros Recursos"
"PARTIDO DA MULHER BRASILEIRA","PMB",35,"09607343000193","Nacional","BR","NA","104","2834",,"1850","8","Outros Recursos"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","1202","5","283090","6","Fundo Partidário"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","1202","5","283036","1","Fundo Partidário"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","1202","5","281076","x","Fundo Partidário"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","1202","5","281033","6","Fundo Partidário"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","1202","5","280604","5","Outros Recursos"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","0442","1","280604","5","Outros Recursos"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","0442","1","281033","6","Fundo Partidário"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","0442","1","283036","1","Fundo Partidário"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"29549433000182","Nacional","BR","NA","001","0442","1","48785","6","Fundo Partidário"
"PODEMOS","PODE",19,"01248362000169","Nacional","BR","NA","001","386","7","125961","x","Fundo Partidário"
"PODEMOS","PODE",19,"01248362000169","Nacional","BR","NA","001","386","7","390000","2","Outros Recursos"
"PODEMOS","PODE",19,"01248362000169","Nacional","BR","NA","001","386","7","121810","7","Fundo Partidário"
"PROGRESSISTAS","PP",11,"00887169000105","Nacional","BR","NA","001","0452","9","41610","X","Fundo Partidário"
"PROGRESSISTAS","PP",11,"00887169000105","Nacional","BR","NA","001","0452","9","563400","8","Outros Recursos"
"PROGRESSISTAS","PP",11,"00887169000105","Nacional","BR","NA","001","0452","9","47425","8","Fundo Partidário"
"PARTIDO PÁTRIA LIVRE","PPL",54,"10947546000108","Nacional","BR","NA","104","2942",,"0031448","8","Fundo Partidário"
"PARTIDO PÁTRIA LIVRE","PPL",54,"10947546000108","Nacional","BR","NA","104","2942",,"590103599","3","Outros Recursos"
"PARTIDO PÁTRIA LIVRE","PPL",54,"10947546000108","Nacional","BR","NA","104","2942",,"003599","3","Fundo Partidário"
"PARTIDO PÁTRIA LIVRE","PPL",54,"10947546000108","Nacional","BR","NA","104","2942",,"003593","4","Outros Recursos"
"PARTIDO PÁTRIA LIVRE","PPL",54,"10947546000108","Nacional","BR","NA","104","2942",,"5948003599","3","Fundo Partidário"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"29417359000140","Nacional","BR","NA","001","3596","3","7601","5","Fundo Partidário"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"29417359000140","Nacional","BR","NA","001","3596","3","400400","0","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"29417359000140","Nacional","BR","NA","001","3596","3","400399","3","Fundo Partidário"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"29417359000140","Nacional","BR","NA","001","0452","9","61800","4","Fundo Partidário"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"29417359000140","Nacional","BR","NA","104","2223",,"35126","4","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08517423000195","Nacional","BR","NA","001","0452","9","41717","3","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"08517423000195","Nacional","BR","NA","001","0452","9","41608","8","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08517423000195","Nacional","BR","NA","001","0452","9","412222","4","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"08517423000195","Nacional","BR","NA","001","0452","9","412022","1","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08517423000195","Nacional","BR","NA","001","0452","9","225009","8","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07665132000181","Nacional","BR","NA","001","3129","1","27636","7","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07665132000181","Nacional","BR","NA","001","3129","1","78430","3","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07665132000181","Nacional","BR","NA","001","3129","1","25425","8","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07665132000181","Nacional","BR","NA","001","3129","1","15383","4","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07665132000181","Nacional","BR","NA","001","3129","1","15382","6","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07665132000181","Nacional","BR","NA","001","3129","1","22857","5","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"12952205000156","Nacional","BR","NA","001","3596","3","90400","7","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"12952205000156","Nacional","BR","NA","104","3444",,"2085","8","Fundo Partidário"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"12952205000156","Nacional","BR","NA","104","3444",,"1223","5","Outros Recursos"
"PARTIDO REPUBLICANO DA ORDEM SOCIAL","PROS",90,"12952205000156","Nacional","BR","NA","104","3444",,"1183","2","Fundo Partidário"
"PARTIDO REPUBLICANO PROGRESSISTA","PRP",44,"32095101000180","Nacional","BR","NA","104","1610",,"434","4","Outros Recursos"
"PARTIDO REPUBLICANO PROGRESSISTA","PRP",44,"32095101000180","Nacional","BR","NA","001","2502","x","15236","6","Fundo Partidário"
"PARTIDO REPUBLICANO PROGRESSISTA","PRP",44,"32095101000180","Nacional","BR","NA","001","2502","X","23006","5","Fundo Partidário"
"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO","PRTB",28,"01272982000133","Nacional","BR","NA","001","3596","3","412499","5","Fundo Partidário"
"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO","PRTB",28,"01272982000133","Nacional","BR","NA","001","712","9","1228","9","Outros Recursos"
"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO","PRTB",28,"01272982000133","Nacional","BR","NA","001","722","6","120931","0","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01421697000137","Nacional","BR","NA","001","3596","3","412400","6","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01421697000137","Nacional","BR","NA","001","3596","3","412216","X","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01421697000137","Nacional","BR","NA","001","3596","3","412142","2","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"01421697000137","Nacional","BR","NA","001","3596","3","412231","3","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"01450856000121","Nacional","BR","NA","001","1251","3","44641","6","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"01450856000121","Nacional","BR","NA","001","1251","3","138836","3","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"01450856000121","Nacional","BR","NA","001","1251","3","54079","x","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"01450856000121","Nacional","BR","NA","104","4144","3","03001204","0","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"13629827000100","Nacional","BR","NA","001","2962","9","23929","1","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"13629827000100","Nacional","BR","NA","001","2962","9","19668","1","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"13629827000100","Nacional","BR","NA","001","2962","9","18677","5","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"13629827000100","Nacional","BR","NA","001","2962","9","18382","2","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03653474000120","Nacional","BR","NA","001","0452","9","452018","1","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03653474000120","Nacional","BR","NA","001","3476","2","454545","1","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03653474000120","Nacional","BR","NA","001","3476","2","4545","4","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03653474000120","Nacional","BR","NA","001","3476","2","45045","6","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03653474000120","Nacional","BR","NA","001","3476","2","45","0","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03653474000120","Nacional","BR","NA","001","3596","3","400022","6","Fundo Partidário"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"06954942000195","Nacional","BR","NA","001","0392","1","77500","2","Fundo Partidário"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"06954942000195","Nacional","BR","NA","001","2883","5","605050","6","Outros Recursos"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"06954942000195","Nacional","BR","NA","001","2883","5","905050","7","Fundo Partidário"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"06954942000195","Nacional","BR","NA","001","2883","5","805050","3","Fundo Partidário"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"06954942000195","Nacional","BR","NA","001","2883","5","505050","2","Outros Recursos"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"06954942000195","Nacional","BR","NA","001","2883","5","205050","1","Fundo Partidário"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","0300","x","510012487","x","Fundo Partidário"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","0300","x","510003942","2","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","0300","x","3942","x","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","0300","x","12487","7","Fundo Partidário"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","0300","x","010012487","x","Fundo Partidário"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","0300","x","0100033942","2","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","1744","2","510112487","3","Fundo Partidário"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","1744","2","510003942","2","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","1744","2","3942","X","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"73282907000164","Nacional","BR","NA","001","1744","2","112487","0","Fundo Partidário"
